"","ID","Reason.for.absence","Month.of.absence","Year","Day.of.the.week","Seasons","Transportation.expense","Distance.from.Residence.to.Work","Service.time","Age","Work.load.Average.day.","Hit.target","Disciplinary.failure","Education","Son","Social.drinker","Social.smoker","Pet","Weight","Height","Body.mass.index","Absenteeism.time.in.hours"
"523","15","23","10",2009,"4","4",291,31,12,40,284853,91,"0","1","1","1","0","1",73,171,25,1
"524","13","10","10",2009,"5","4",369,17,12,31,284853,91,"0","1","3","1","0","0",70,169,25,8
"525","28","13","10",2009,"5","4",225,26,9,28,284853,91,"0","1","1","0","0","2",69,169,24,1
"526","13","10","10",2009,"6","4",369,17,12,31,284853,91,"0","1","3","1","0","0",70,169,25,8
"527","28","10","10",2009,"6","4",225,26,9,28,284853,91,"0","1","1","0","0","2",69,169,24,3
"528","6","23","10",2009,"2","4",189,29,13,33,284853,91,"0","1","2","0","0","2",69,167,25,8
"529","25","6","10",2009,"2","4",235,16,8,32,284853,91,"0","3","0","0","0","0",75,169,25,8
"530","33","10","10",2009,"2","4",248,25,14,47,284853,91,"0","1","2","0","0","1",86,165,32,8
"531","28","0","10",2009,"2","4",225,26,9,28,284853,91,"1","1","1","0","0","2",69,169,24,0
"532","28","13","10",2009,"3","4",225,26,9,28,284853,91,"0","1","1","0","0","2",69,169,24,3
"533","3","21","11",2009,"3","4",179,51,18,38,268519,93,"0","1","0","1","0","0",89,170,31,1
"534","34","28","11",2009,"4","4",118,10,10,37,268519,93,"0","1","0","0","0","0",83,172,28,3
"535","18","2","11",2009,"4","4",330,16,4,28,268519,93,"0","2","0","0","0","0",84,169,25,3
"536","3","28","11",2009,"6","4",179,51,18,38,268519,93,"0","1","0","1","0","0",89,170,31,1
"537","34","9","11",2009,"3","4",118,10,10,37,268519,93,"0","1","0","0","0","0",83,172,28,8
"538","11","24","11",2009,"4","4",289,36,13,33,268519,93,"0","1","2","1","0","1",90,172,30,8
"539","25","1","11",2009,"6","4",235,16,8,32,268519,93,"0","3","0","0","0","0",75,169,25,8
"540","28","23","11",2009,"6","4",225,26,9,28,268519,93,"0","1","1","0","0","2",69,169,24,4
"541","10","22","11",2009,"3","4",361,52,3,28,268519,93,"0","1","1","1","0","4",80,172,27,8
"542","15","28","11",2009,"4","4",291,31,12,40,268519,93,"0","1","1","1","0","1",73,171,25,2
"543","34","13","11",2009,"5","4",118,10,10,37,268519,93,"0","1","0","0","0","0",83,172,28,2
"544","28","14","11",2009,"5","4",225,26,9,28,268519,93,"0","1","1","0","0","2",69,169,24,3
"545","3","28","11",2009,"2","4",179,51,18,38,268519,93,"0","1","0","1","0","0",89,170,31,1
"546","34","23","11",2009,"2","4",118,10,10,37,268519,93,"0","1","0","0","0","0",83,172,28,8
"547","34","8","11",2009,"3","4",118,10,10,37,268519,93,"0","1","0","0","0","0",83,172,28,8
"548","28","23","11",2009,"3","4",225,26,9,28,268519,93,"0","1","1","0","0","2",69,169,24,2
"549","15","0","11",2009,"3","4",291,31,12,40,268519,93,"1","1","1","1","0","1",73,171,25,0
"550","11","0","11",2009,"4","4",289,36,13,33,268519,93,"1","1","2","1","0","1",90,172,30,0
"551","33","14","11",2009,"5","4",248,25,14,47,268519,93,"0","1","2","0","0","1",86,165,32,4
"552","5","0","11",2009,"5","4",235,20,13,43,268519,93,"1","1","1","1","0","0",106,167,38,2.26225442671148
"553","28","23","11",2009,"6","4",225,26,9,28,268519,93,"0","1","1","0","0","2",69,169,24,3.75323051139852
"554","13","26","11",2009,"6","4",369,17,12,31,268519,93,"0","1","3","1","0","0",70,169,25,5.54932322751065
"555","10","28","11",2009,"2","4",361,52,3,28,268519,93,"0","1","1","1","0","4",80,172,27,2
"556","3","13","12",2009,"3","4",179,51,18,38,280549,98,"0","1","0","1","0","0",89,170,31,1.59382857557948
"557","15","28","12",2009,"4","4",291,31,12,40,280549,98,"0","1","1","1","0","1",73,171,25,1
"558","28","23","12",2009,"4","4",225,26,9,28,280549,98,"0","1","1","0","0","2",69,169,24,3
"559","22","13","12",2009,"6","4",179,26,9,30,280549,98,"0","3","0","0","0","0",56,171,19,1
"560","28","23","12",2009,"6","4",225,26,9,28,280549,98,"0","1","1","0","0","2",69,169,24,3
"561","28","23","12",2009,"4","4",225,26,9,28,280549,98,"0","1","1","0","0","2",69,169,24,3
"562","10","14","12",2009,"5","4",361,52,3,28,280549,98,"0","1","1","1","0","4",80,172,27,4
"563","17","18","12",2009,"6","4",179,22,17,40,280549,98,"0","2","2","0","1","0",63,170,22,2
"564","5","26","12",2009,"6","4",235,20,13,43,280549,98,"0","1","1","1","0","0",106,167,38,8
"565","12","18","12",2009,"2","4",233,51,1,31,280549,98,"0","2","1","1","0","8",68,171.846460743895,21,8
"566","22","13","12",2009,"3","4",179,26,9,30,280549,98,"0","3","0","0","0","0",56,171,19,16
"567","28","23","12",2009,"3","4",225,26,9,28,280549,98,"0","1","1","0","0","2",69,169,24,2
"568","28","23","12",2009,"5","4",225,26,9,28,280549,98,"0","1","1","0","0","2",69,169,24,3
"569","28","23","12",2009,"2","4",225,26,9,28,280549,98,"0","1","1","0","0","2",69,169,24,2
"570","14","18","12",2009,"3","2",155,12,14,34,280549,98,"0","1","2","1","0","0",95,169.341048558947,25,2.30826848083493
"571","22","12","1",2010,"2","2",179,26,9,30,313532,96,"0","3","0","0","0","0",56,171,19,7
"572","22","12","1",2010,"5","2",179,26,9,30,313532,96,"0","3","0","0","0","0",56,171,19,16
"573","17","25","1",2010,"5","2",179,22,17,40,313532,96,"0","2","2","0","1","0",63,170,22,2
"574","17","25","1",2010,"6","2",179,22,17,40,313532,96,"0","2","2","0","1","0",63,170,22,2
"575","22","13","1",2010,"2","2",179,26,9,30,313532,96,"0","3","0","0","0","0",56,171,19,3
"576","17","25","1",2010,"4","2",179,22,17,40,313532,96,"0","2","2","0","1","0",63,170,22,2
"577","32","10","1",2010,"5","2",289,48,14,49,313532,96,"0","1","0","0","0","2",108,172,36,8
"578","17","18","1",2010,"6","2",179,22,17,40,313532,96,"0","2","2","0","1","0",63,170,22,3
"579","22","27","1",2010,"2","2",179,26,9,30,313532,96,"0","3","0","0","0","0",56,171,19,2
"580","14","18","1",2010,"3","2",155,12,14,34,313532,96,"0","1","2","1","0","0",95,171.384375420681,25,8
"581","22","27","1",2010,"4","2",179,26,9,30,313532,96,"0","3","0","0","0","0",56,171,19,2
"582","3","27","1",2010,"4","2",179,51,18,38,313532,96,"0","1","0","1","0","0",89,170,31,3
"583","11","13","1",2010,"4","2",289,36,13,33,313532,96,"0","1","2","1","0","1",90,172,30,8
"584","3","27","1",2010,"5","2",179,51,18,38,313532,96,"0","1","0","1","0","0",89,170,31,3
"585","3","27","1",2010,"6","2",179,51,18,38,313532,96,"0","1","0","1","0","0",89,170,31,2
"586","3","13","2",2010,"3","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,8
"587","28","23","2",2010,"3","2",225,26,9,28,264249,97,"0","1","1","0","0","2",69,169,24,3
"588","33","1","2",2010,"4","2",248,25,14,47,264249,97,"0","1","2","0","0","1",86,165,32,8
"589","3","27","2",2010,"4","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"590","28","28","2",2010,"5","2",225,26,9,28,264249,97,"0","1","1","0","0","2",69,169,24,3
"591","3","27","2",2010,"5","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"592","22","27","2",2010,"5","2",179,26,9,30,264249,97,"0","3","0","0","0","0",56,171,19,2
"593","29","28","2",2010,"6","2",225,15,15,41,264249,97,"0","4","2","1","0","2",94,167.751812651705,28,2
"594","3","27","2",2010,"6","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"595","12","19","2",2010,"2","2",233,51,1,31,264249,97,"0","2","1","1","0","8",68,169,21,2
"596","3","27","2",2010,"2","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"597","28","7","2",2010,"3","2",225,26,9,28,264249,97,"0","1","1","0","0","2",69,169,24,8
"598","3","27","2",2010,"4","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,3
"599","3","27","2",2010,"5","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,3
"600","28","25","2",2010,"5","2",225,26,9,28,264249,97,"0","1","1","0","0","2",69,169,24,3
"601","22","13","2",2010,"5","2",179,26,9,30,264249,97,"0","3","0","0","0","0",56,171,19,2
"602","17","23","2",2010,"6","2",179,22,17,40,264249,97,"0","2","2","0","1","0",63,170,22,2
"603","3","27","2",2010,"6","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,3
"604","12","12","2",2010,"4","2",233,51,1,31,264249,97,"0","2","1","1","0","8",68,170.09148481435,21,3
"605","22","27","2",2010,"4","2",179,26,9,30,264249,97,"0","3","0","0","0","0",56,171,19,2
"606","3","27","2",2010,"4","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"607","3","13","2",2010,"5","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,8
"608","3","27","2",2010,"6","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"609","14","25","2",2010,"2","2",155,12,14,34,264249,97,"0","1","2","1","0","0",95,172,25,5
"610","25","25","2",2010,"2","2",235,16,8,32,264249,97,"0","3","0","0","0","0",75,169,25,3
"611","3","27","2",2010,"2","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"612","28","7","2",2010,"2","2",225,26,9,28,264249,97,"0","1","1","0","0","2",69,169,24,2
"613","3","27","2",2010,"3","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"614","33","23","2",2010,"3","2",248,25,14,47,264249,97,"0","1","2","0","0","1",86,165,32,2
"615","28","25","2",2010,"3","2",225,26,9,28,264249,97,"0","1","1","0","0","2",69,169,24,2
"616","3","27","2",2010,"4","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"617","3","27","2",2010,"5","2",179,51,18,38,264249,97,"0","1","0","1","0","0",89,170,31,2
"618","25","25","2",2010,"6","2",235,16,8,32,264249,97,"0","3","0","0","0","0",75,169,25,2
"619","3","27","3",2010,"2","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,2
"620","33","23","3",2010,"2","2",248,25,14,47,222196,99,"0","1","2","0","0","1",86,165,32,2
"621","9","25","3",2010,"3","2",228,14,16,31.7848367491097,222196,99,"0","1","2","0","0","1",65,172,22,3
"622","33","25","3",2010,"3","2",248,25,14,47,222196,99,"0","1","2","0","0","1",86,165,32,3
"623","9","12","3",2010,"3","2",228,14,16,40,222196,99,"0","1","2","0","0","1",65,172,22,5.88550497859043
"624","3","27","3",2010,"4","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,2
"625","28","27","3",2010,"5","2",225,26,9,28,222196,99,"0","1","1","0","0","2",69,169,24,2
"626","3","27","3",2010,"5","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,3
"627","28","25","3",2010,"5","2",225,26,9,28,222196,99,"0","1","1","0","0","2",69,169,24,2
"628","22","27","3",2010,"6","2",179,26,9,30,222196,99,"0","3","0","0","0","0",56,171,19,3
"629","25","25","3",2010,"2","2",235,16,8,32,222196,99,"0","3","0","0","0","0",75,169,25,3
"630","10","19","3",2010,"2","2",361,52,3,28,222196,99,"0","1","1","1","0","4",80,172,27,8
"631","3","13","3",2010,"3","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,8
"632","3","27","3",2010,"4","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,2
"633","3","27","3",2010,"5","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,3
"634","22","27","3",2010,"6","2",179,26,9,30,222196,99,"0","3","0","0","0","0",56,171,19,2
"635","3","10","3",2010,"2","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,4
"636","33","13","3",2010,"2","2",248,25,14,47,222196,99,"0","1","2","0","0","1",86,165,32,2
"637","3","27","3",2010,"2","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,3
"638","28","7","3",2010,"2","2",225,26,9,28,222196,99,"0","1","1","0","0","2",69,169,24,8
"639","3","27","3",2010,"3","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,2
"640","11","23","3",2010,"4","2",289,36,13,33,222196,99,"0","1","2","1","0","1",90,172,30,8
"641","9","25","3",2010,"4","2",228,14,16,31.7090615959925,222196,99,"0","1","2","0","0","1",65,172,22,2
"642","3","27","3",2010,"4","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,2
"643","33","23","3",2010,"5","2",248,25,14,47,222196,99,"0","1","2","0","0","1",86,165,32,3
"644","3","27","3",2010,"5","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,3
"645","22","23","3",2010,"6","2",179,26,9,30,222196,99,"0","3","0","0","0","0",56,171,19,2
"646","3","27","3",2010,"6","2",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,3
"647","3","27","3",2010,"3","3",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,3
"648","16","23","3",2010,"4","3",118,15,24,46,222196,99,"0","1","2","1","1","0",75,175,25,8
"649","14","13","3",2010,"4","3",155,12,14,34,222196,99,"0","1","2","1","0","0",95,171.736645151659,25,5.18048192215476
"650","3","27","3",2010,"4","3",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,3
"651","3","27","3",2010,"5","3",179,51,18,38,222196,99,"0","1","0","1","0","0",89,170,31,3
"652","22","13","3",2010,"2","3",179,26,9,30,222196,99,"0","3","0","0","0","0",56,171,19,2
"653","11","19","3",2010,"2","3",289,36,13,33,222196,99,"0","1","2","1","0","1",90,172,30,7.07669214426334
"654","13","22","3",2010,"4","3",369,17,12,31,222196,99,"0","1","3","1","0","0",70,169,25,8
"655","28","13","4",2010,"2","3",225,26,9,28,246288,91,"0","1","1","0","0","2",69,169,24,8
"656","34","10","4",2010,"2","3",118,10,10,37,246288,91,"0","1","0","0","0","0",83,172,28,8
"657","10","19","4",2010,"3","3",361,52,3,28,246288,91,"0","1","1","1","0","4",80,172,27,8
"658","33","19","4",2010,"4","3",248,25,14,47,246288,91,"0","1","2","0","0","1",86,165,32,8
"659","6","13","4",2010,"5","3",189,29,13,33,246288,91,"0","1","2","0","0","2",69,167,25,8
"660","22","27","4",2010,"6","3",179,26,9,30,246288,91,"0","3","0","0","0","0",56,171,19,2
"661","13","7","4",2010,"2","3",369,17,12,31,246288,91,"0","1","3","1","0","0",70,169,25,5.51763218125818
"662","17","16","4",2010,"3","3",179,22,17,40,246288,91,"0","2","2","0","1","0",63,170,22,2
"663","36","23","4",2010,"3","3",118,13,18,50,246288,91,"0","1","1","1","0","0",98,172,31,3
"664","10","23","4",2010,"3","3",361,52,3,28,246288,91,"0","1","1","1","0","4",80,172,27,2
"665","34","10","4",2010,"4","3",118,10,10,37,246288,91,"0","1","0","0","0","0",83,172,28,2
"666","1","22","4",2010,"6","3",235,11,14,37,246288,91,"0","3","1","0","0","1",88,172,29,8
"667","22","27","4",2010,"6","3",179,26,9,30,246288,91,"0","3","0","0","0","0",56,171,19,2
"668","28","19","4",2010,"2","3",225,26,9,28,246288,91,"0","1","1","0","0","2",69,169,24,8
"669","25","16","4",2010,"3","3",235,16,8,32,246288,91,"0","3","0","0","0","0",75,169,25,3
"670","22","27","4",2010,"6","3",179,26,9,30,246288,91,"0","3","0","0","0","0",56,171,19,2
"671","14","28","4",2010,"3","3",155,12,14,34,246288,91,"0","1","2","1","0","0",95,172,25,4
"672","28","19","4",2010,"5","3",225,26,9,28,246288,91,"0","1","1","0","0","2",69,169,24,8
"673","36","14","4",2010,"5","3",118,13,18,50,246288,91,"0","1","1","1","0","0",98,167.376773043269,31,2
"674","22","27","4",2010,"6","3",179,26,9,30,246288,91,"0","3","0","0","0","0",56,171,19,2
"675","1","22","5",2010,"2","3",235,11,14,37,237656,99,"0","3","1","0","0","1",88,172,29,8
"676","29","19","5",2010,"4","3",225,15,15,41,237656,99,"0","4","2","1","0","2",94,165,28,3
"677","25","28","5",2010,"4","3",235,16,8,32,237656,99,"0","3","0","0","0","0",75,172,25,2
"678","34","8","5",2010,"4","3",118,10,10,37,237656,99,"0","1","0","0","0","0",83,172,28,3
"679","5","26","5",2010,"4","3",235,20,13,43,237656,99,"0","1","1","1","0","0",106,167,38,8
"680","22","13","5",2010,"5","3",179,26,9,30,237656,99,"0","3","0","0","0","0",56,171,19,1
"681","15","28","5",2010,"5","3",291,31,12,40,237656,99,"0","1","1","1","0","1",73,171,25,2
"682","29","14","5",2010,"5","3",225,15,15,41,237656,99,"0","4","2","1","0","2",94,165,28,8
"683","26","19","5",2010,"6","3",300,26,13,43,237656,99,"0","1","2","1","1","1",77,175,25,8
"684","29","22","5",2010,"6","3",225,15,15,41,237656,99,"0","4","2","1","0","2",94,167.635326583352,28,8
"685","22","27","5",2010,"6","3",179,26,9,30,237656,99,"0","3","0","0","0","0",56,171,19,2
"686","36","23","5",2010,"2","3",118,13,18,50,237656,99,"0","1","1","1","0","0",98,169.750789016119,31,2
"687","36","5","5",2010,"3","3",118,13,18,50,237656,99,"0","1","1","1","0","0",98,172,31,3
"688","34","28","5",2010,"3","3",118,10,10,37,237656,99,"0","1","0","0","0","0",83,172,28,1
"689","36","0","5",2010,"3","3",118,13,18,50,237656,99,"1","1","1","1","0","0",98,172,31,0
"690","22","27","5",2010,"4","3",179,26,9,30,237656,99,"0","3","0","0","0","0",56,171,19,2
"691","23","0","5",2010,"4","3",378,49,11,36,237656,99,"1","1","2","0","1","4",65,174,21,0
"692","17","16","5",2010,"6","3",179,22,17,40,237656,99,"0","2","2","0","1","0",63,170,22,1
"693","14","10","5",2010,"2","3",155,12,14,34,237656,99,"0","1","2","1","0","0",95,172,25,1.27025057855003
"694","25","10","5",2010,"2","3",235,16,8,32,237656,99,"0","3","0","0","0","0",75,169.92139425789,25,8
"695","15","22","5",2010,"4","3",291,31,12,40,237656,99,"0","1","1","1","0","1",73,171,25,8
"696","17","10","5",2010,"4","3",179,22,17,40,237656,99,"0","2","2","0","1","0",63,170,22,8
"697","28","6","5",2010,"4","3",225,26,9,28,237656,99,"0","1","1","0","0","2",69,169,24,3
"698","18","10","5",2010,"5","3",330,16,4,28,237656,99,"0","2","0","0","0","0",84,169,25,8
"699","25","23","5",2010,"5","3",235,16,8,32,237656,99,"0","3","0","0","0","0",75,169,25,2
"700","15","28","5",2010,"5","3",291,31,12,40,237656,99,"0","1","1","1","0","1",73,171,25,2
"701","22","27","5",2010,"6","3",179,26,9,30,237656,99,"0","3","0","0","0","0",56,171,19,2
"702","10","7","5",2010,"2","3",361,52,3,28,237656,99,"0","1","1","1","0","4",80,172,27,8
"703","14","23","5",2010,"4","3",155,12,14,34,237656,99,"0","1","2","1","0","0",95,169.269465473033,25,2
"704","17","25","5",2010,"6","3",179,22,17,40,237656,99,"0","2","2","0","1","0",63,170,22,8
"705","14","10","5",2010,"6","3",155,12,14,34,237656,99,"0","1","2","1","0","0",95,172.086874444208,25,8
"706","28","11","5",2010,"2","3",225,26,9,28,237656,99,"0","1","1","0","0","2",69,169,24,1
"707","16","7","6",2010,"4","3",118,15,24,46,275089,96,"0","1","2","1","1","0",75,175,25,8
"708","22","27","6",2010,"4","3",179,26,9,30,275089,96,"0","3","0","0","0","0",56,171,19,3
"709","34","26","6",2010,"6","3",118,10,10,37,275089,96,"0","1","0","0","0","0",83,172,28,8
"710","34","10","6",2010,"4","3",118,10,10,37,275089,96,"0","1","0","0","0","0",83,172,28,8
"711","23","22","6",2010,"5","3",378,49,11,36,275089,96,"0","1","2","0","1","4",65,174,21,8
"712","36","19","6",2010,"5","3",118,13,18,50,275089,96,"0","1","1","1","0","0",98,170.102574611562,31,4.98076703996134
"713","12","19","6",2010,"6","3",233,51,1,31,275089,96,"0","2","1","1","0","8",68,171.817569791446,21,8
"714","22","27","6",2010,"6","3",179,26,9,30,275089,96,"0","3","0","0","0","0",56,171,19,2
"715","2","0","6",2010,"2","3",235,29,12,48,275089,96,"1","1","1","0","1","5",88,165,33,0
"716","21","0","6",2010,"2","3",268,11,8,33,275089,96,"1","2","0","0","0","0",79,169,25,0
"717","36","19","6",2010,"5","3",118,13,18,50,275089,96,"0","1","1","1","0","0",98,169.894405894062,31,3
"718","22","13","6",2010,"5","3",179,26,9,30,275089,96,"0","3","0","0","0","0",56,171,19,2
"719","15","28","6",2010,"5","3",291,31,12,40,275089,96,"0","1","1","1","0","1",73,171,25,2
"720","22","13","6",2010,"2","1",179,26,9,30,275089,96,"0","3","0","0","0","0",56,171,19,3
"721","34","25","6",2010,"2","1",118,10,10,37,275089,96,"0","1","0","0","0","0",83,172,28,3
"722","12","22","6",2010,"5","1",233,51,1,31,275089,96,"0","2","1","1","0","8",68,171.783715235159,21,8
"723","34","8","6",2010,"6","1",118,10,10,37,275089,96,"0","1","0","0","0","0",83,172,28,2
"724","34","10","6",2010,"4","1",118,10,10,37,275089,96,"0","1","0","0","0","0",83,172,28,3
"725","12","22","6",2010,"4","1",233,51,1,31,275089,96,"0","2","1","1","0","8",68,171.022195836575,21,3
"726","5","26","7",2010,"4","1",235,20,13,43,264604,93,"0","1","1","1","0","0",106,167,38,4
"727","12","19","7",2010,"6","1",233,51,1,31,264604,93,"0","2","1","1","0","8",68,170.085654759836,21,2
"728","9","6","7",2010,"2","1",228,14,16,36.8622964018513,264604,93,"0","1","2","0","0","1",65,172,22,8
"729","34","28","7",2010,"2","1",118,10,10,37,264604,93,"0","1","0","0","0","0",83,172,28,4
"730","9","6","7",2010,"3","1",228,14,16,36.6197766163514,264604,93,"0","1","2","0","0","1",65,172,22,5.6868132642913
"731","6","22","7",2010,"3","1",189,29,13,33,264604,93,"0","1","2","0","0","2",69,167,25,16
"732","34","23","7",2010,"4","1",118,10,10,37,264604,93,"0","1","0","0","0","0",83,172,28,2
"733","10","22","7",2010,"4","1",361,52,3,28,264604,93,"0","1","1","1","0","4",80,172,27,8
"734","28","22","7",2010,"4","1",225,26,9,28,264604,93,"0","1","1","0","0","2",69,169,24,8
"735","13","13","7",2010,"2","1",369,17,12,31,264604,93,"0","1","3","1","0","0",70,169,25,5.51834508237633
"736","11","14","7",2010,"3","1",289,36,13,33,264604,93,"0","1","2","1","0","1",90,172,30,8
"737","1","11","7",2010,"3","1",235,11,14,37,264604,93,"0","3","1","0","0","1",88,172,29,4
